idx,moltype,tr_avg_f1,vl_avg_f1,mem_score,mem_score2
39272,SRP,0.9998665545132743,0.9057874297391305,0.09407912477414382,0.04936841921543874
39288,SRP,0.9974899435877862,0.7598413674226804,0.23764857616510582,0.13523265344225716
39292,SRP,0.9999944466115702,0.7384428529906543,0.26155159362091596,0.15045212943875635
39293,SRP,0.99986338,0.829746594054054,0.17011678594594593,0.0929798090076
39311,SRP,0.9915570674358974,0.4527455200900901,0.5388115473458073,0.3730600166470396
39323,SRP,0.9999949474074074,0.97906104275,0.0209339046574073,0.010577722288565614
39367,SRP,0.9977976851351351,0.8047333256410256,0.1930643594941095,0.10710737198966522
39369,SRP,0.9987476497600001,0.735182991553398,0.26356465820660213,0.1520041528344872
39389,SRP,0.9949989192173913,0.6047125249557522,0.390286394261639,0.24397299630707442
39417,SRP,0.9987467110909092,0.7635950327966101,0.23515167829429906,0.13343137283667925
39434,SRP,0.9796616633932571,3.488059754896552e-09,0.9796616599051974,0.9999999928790523
39448,SRP,0.9999940292,0.7322906890291262,0.2677033401708738,0.15453772544073507
39455,SRP,0.9998367986538461,0.7310995731774194,0.26873722547642676,0.1552554038668174
